2.23781		 353	 631
4.57712		 289	 517
9.56936		 150	 185
3.30802		 324	 570
11.5531		 95	 151
10.0082		 138	 228
11.1885		 105	 132
14.0661		 25	 40
2.6369		 342	 480
11.8295		 87	 124
10.1128		 135	 239
11.1901		 105	 144
7.65554		 203	 309
1.26098		 381	 631
4.94919		 278	 459
7.4924		 208	 309
10.9893		 111	 186
6.94753		 223	 317
12.9357		 57	 91
4.56902		 289	 456
5.09215		 274	 488
5.91083		 252	 315
1.06317		 386	 540
11.3681		 100	 134
10.1289		 135	 206
9.46697		 153	 215
7.562		 206	 293
9.73118		 146	 176
13.7652		 34	 55
11.6287		 93	 125
7.28603		 213	 290
10.9014		 113	 150
1.19058		 382	 501
8.83405		 171	 301
13.1044		 52	 90
8.6151		 177	 235
12.9803		 56	 99
4.47723		 291	 512
4.50282		 291	 359
2.74354		 339	 605
9.04291		 165	 278
4.87351		 280	 353
2.86759		 336	 599
1.82246		 365	 461
10.5968		 122	 212
5.34714		 267	 351
2.57216		 344	 429
6.15823		 245	 330
4.09741		 302	 543
2.88904		 335	 431
13.3953		 44	 73
5.39844		 266	 440
11.0301		 110	 175
10.4191		 127	 155
10.721		 118	 203
0.164649		 411	 571
10.3732		 128	 179
6.36881		 239	 413
4.64284		 287	 438
14.8736		 3	 3
6.64238		 231	 325
3.12256		 329	 516
6.46921		 236	 370
12.9773		 56	 90
9.27306		 158	 195
12.7685		 61	 91
12.3705		 72	 95
4.04405		 303	 465
13.0426		 54	 96
8.93346		 168	 260
12.6259		 65	 101
13.5274		 40	 60
14.1363		 23	 32
6.23983		 242	 326
13.0875		 53	 76
4.0188		 304	 422
11.3341		 101	 150
13.9445		 29	 38
1.42214		 376	 630
13.3699		 45	 73
12.7881		 61	 100
3.3636		 322	 517
14.3053		 19	 28
3.55908		 317	 536
6.87083		 225	 382
6.11138		 246	 339
6.59065		 233	 322
12.4957		 69	 98
9.53509		 151	 203
9.50603		 152	 228
9.84894		 142	 247
12.3525		 73	 105
5.66618		 258	 426
8.98632		 166	 246
8.21871		 188	 280
2.78351		 338	 486
3.49459		 319	 461
1.16529		 383	 502
13.5548		 40	 55
0.147691		 411	 582
2.21691		 354	 513
9.92227		 140	 217
10.8979		 113	 169
14.5345		 12	 17
11.1536		 106	 165
13.0556		 53	 76
7.56532		 206	 332
12.1855		 78	 134
6.70512		 230	 332
5.31981		 268	 481
13.5281		 40	 60
5.93059		 251	 321
14.2504		 20	 29
4.82252		 282	 482
11.8202		 88	 123
3.23075		 326	 574
11.2293		 104	 179
7.8447		 198	 294
5.57102		 261	 390
12.5602		 67	 85
1.41967		 376	 610
7.72708		 201	 313
6.02391		 248	 346
7.21649		 215	 367
11.0845		 108	 183
12.6528		 65	 102
5.63962		 259	 347
11.6352		 93	 129
10.6793		 119	 149
2.69521		 341	 511
6.4279		 237	 340
6.5367		 234	 305
4.07898		 302	 536
9.78436		 144	 228
6.76057		 228	 340
11.3746		 100	 152
2.9603		 333	 454
2.16524		 355	 553
9.01427		 166	 261
6.71323		 229	 321
6.91804		 224	 307
14.7112		 8	 13
7.94952		 195	 322
2.44771		 348	 468
12.8041		 60	 84
11.1284		 107	 146
11.0689		 109	 142
6.88919		 224	 270
2.04649		 359	 454
9.79787		 144	 223
9.01807		 165	 238
1.98731		 360	 604
10.2741		 131	 178
5.96258		 250	 342
13.5343		 40	 68
9.38709		 155	 219
2.04189		 359	 561
3.00999		 332	 531
5.44474		 264	 374
13.6202		 38	 50
10.6006		 122	 193
7.48085		 208	 305
12.4137		 71	 126
6.81736		 226	 401
1.04358		 387	 489
8.26727		 186	 298
7.78767		 200	 322
7.04003		 220	 290
14.4071		 16	 27
7.35016		 212	 364
10.6784		 119	 151
3.39373		 321	 548
10.8356		 115	 167
7.71172		 202	 252
11.8614		 87	 126
4.52916		 290	 434
1.0806		 386	 648
14.1315		 24	 41
11.38		 100	 143
12.9545		 56	 95
7.56408		 206	 298
7.48528		 208	 252
1.47636		 375	 667
3.41354		 321	 396
12.5279		 68	 110
13.8249		 32	 48
12.5009		 69	 88
5.92666		 251	 384
8.62232		 176	 307
9.61684		 149	 211
4.97035		 278	 490
12.9457		 56	 80
11.156		 106	 178
4.54525		 289	 433
3.0261		 332	 431
4.95968		 278	 451
8.72155		 174	 295
10.9419		 112	 180
11.9703		 84	 149
11.0814		 108	 170
10.1192		 135	 215
2.70455		 340	 511
12.1249		 79	 122
0.956642		 389	 556
7.26959		 214	 347
11.2309		 104	 175
9.71948		 146	 228
3.29088		 324	 464
6.2539		 242	 366
13.4116		 44	 69
10.3359		 129	 172
4.87019		 280	 381
0.816201		 393	 484
14.2554		 20	 34
0.167609		 411	 663
7.28469		 213	 343
5.24304		 270	 431
2.9069		 335	 433
3.62045		 315	 426
8.11513		 190	 310
14.437		 15	 20
8.12999		 190	 297
13.5227		 40	 66
0.0320063		 415	 577
4.25701		 297	 516
14.0566		 26	 46
1.81479		 365	 495
3.65039		 314	 409
4.73894		 284	 373
0.417475		 404	 564
13.2425		 48	 72
0.193328		 410	 549
2.69141		 341	 451
5.85349		 253	 367
6.96377		 222	 390
2.20191		 354	 515
3.31467		 324	 522
0.55731		 400	 509
6.75278		 228	 278
6.614		 232	 380
14.0329		 26	 37
10.6027		 121	 149
9.59743		 149	 263
3.47865		 319	 565
2.15886		 356	 482
4.24291		 298	 362
11.5983		 94	 129
3.88696		 308	 545
7.53647		 206	 327
5.60157		 260	 462
8.70906		 174	 263
5.90104		 252	 423
3.13539		 329	 479
13.8611		 31	 49
7.04767		 220	 312
5.89795		 252	 363
11.1457		 106	 133
6.9282		 223	 318
0.753759		 395	 638
5.07953		 275	 362
14.303		 19	 29
3.31401		 324	 530
13.7587		 34	 50
10.191		 133	 193
1.94141		 362	 445
5.7954		 255	 414
8.59604		 177	 295
7.6742		 203	 338
3.15479		 328	 479
6.61959		 232	 373
12.0104		 82	 139
1.283		 380	 579
14.0182		 27	 41
13.8993		 30	 53
3.61805		 315	 428
2.68457		 341	 449
13.3013		 47	 67
13.8223		 32	 53
13.1995		 49	 76
3.35515		 322	 388
9.80586		 144	 225
10.7914		 116	 154
5.84699		 253	 338
0.133321		 412	 642
10.0009		 138	 202
4.20424		 299	 442
4.27044		 297	 421
0.167535		 411	 547
13.6984		 36	 63
3.06059		 331	 427
3.04573		 331	 473
5.23752		 270	 338
11.7437		 90	 122
13.407		 44	 70
13.0731		 53	 67
10.0842		 136	 206
10.9127		 113	 162
11.2809		 103	 130
9.34128		 156	 258
10.7615		 117	 160
3.16712		 328	 589
11.3536		 101	 151
5.45298		 264	 438
10.7262		 118	 161
10.588		 122	 213
6.46789		 236	 411
4.53194		 290	 483
14.9808		 0	 0
0.765246		 394	 683
11.219		 104	 182
0.149984		 411	 596
6.71737		 229	 376
12.1789		 78	 102
12.8225		 60	 87
14.4125		 16	 24
10.8624		 114	 148
8.54971		 178	 264
10.0171		 138	 242
3.73706		 312	 446
3.1541		 328	 581
4.53012		 290	 459
12.9588		 56	 87
6.32741		 240	 412
10.3377		 129	 191
11.3273		 101	 147
5.93103		 251	 416
12.8599		 59	 100
7.54004		 206	 329
0.646672		 398	 562
1.55887		 372	 447
13.9465		 29	 49
2.63874		 342	 512
4.63716		 287	 489
6.49886		 235	 360
3.39922		 321	 509
7.69928		 202	 306
4.27496		 297	 423
1.9914		 360	 584
3.59759		 316	 535
2.69502		 341	 612
3.88582		 308	 475
11.4022		 99	 125
6.27446		 241	 327
11.7844		 89	 131
9.30475		 157	 272
6.98028		 222	 339
10.7645		 117	 185
0.747372		 395	 480
7.2749		 214	 318
8.77593		 172	 279
1.89919		 363	 457
3.60346		 316	 457
7.13326		 218	 310
1.77652		 366	 596
2.92399		 334	 460
10.6558		 120	 176
13.0976		 52	 77
8.55552		 178	 244
11.0002		 110	 155
11.2932		 102	 144
3.68327		 313	 416
13.5562		 40	 71
12.8925		 58	 102
14.8495		 4	 5
6.54981		 234	 361
0.841488		 392	 602
10.1006		 135	 186
14.6232		 10	 12
10.0398		 137	 172
12.9647		 56	 96
5.8712		 253	 390
4.7736		 283	 384
0.678487		 397	 688
8.34083		 184	 306
3.66908		 314	 435
1.98374		 360	 537
7.90746		 196	 239
6.80016		 227	 325
14.8435		 4	 5
10.9673		 111	 161
0.275104		 408	 682
14.8423		 4	 6
1.25373		 381	 677
12.6096		 66	 109
0.865173		 392	 636
9.25734		 159	 233
4.19489		 299	 526
10.7052		 119	 165
12.3601		 73	 99
1.55211		 372	 461
8.68		 175	 234
8.38149		 183	 231
4.0758		 302	 364
7.38739		 211	 286
6.83132		 226	 301
10.3127		 129	 191
0.163472		 411	 660
2.48217		 347	 436
9.62052		 149	 179
12.7107		 63	 102
10.6662		 120	 177
2.22207		 354	 635
5.99903		 249	 427
4.73445		 284	 378
1.97323		 361	 523
4.38822		 294	 478
9.82242		 143	 244
12.2407		 76	 133
12.9514		 56	 77
2.81755		 337	 468
7.98278		 194	 334
11.8891		 86	 131
8.28524		 186	 330
9.56346		 150	 197
14.4631		 14	 20
13.3915		 44	 70
14.2423		 21	 25
9.99037		 138	 194
13.5408		 40	 71
8.6004		 177	 216
6.01139		 249	 428
11.1672		 106	 130
10.7583		 117	 179
14.732		 7	 10
13.036		 54	 70
13.4924		 41	 59
0.679791		 397	 641
14.1651		 23	 35
9.75278		 145	 224
11.8708		 86	 134
1.00274		 388	 624
4.34516		 295	 356
10.8758		 114	 202
5.48635		 263	 414
14.0603		 26	 45
9.93058		 140	 196
12.0754		 81	 116
5.90554		 252	 381
14.5058		 13	 18
1.54342		 373	 634
8.18713		 188	 225
3.56064		 317	 492
10.4173		 127	 166
2.83195		 337	 474
11.4542		 98	 175
14.386		 17	 28
9.96502		 139	 187
12.702		 63	 90
3.06667		 330	 438
0.25739		 408	 524
2.27511		 352	 565
7.19875		 216	 383
1.2858		 380	 655
7.1842		 216	 266
3.74184		 312	 483
13.3334		 46	 77
8.76343		 172	 219
5.79588		 255	 348
4.61974		 287	 443
9.35086		 156	 193
8.33059		 184	 285
13.531		 40	 53
12.468		 70	 115
9.13642		 162	 197
14.4214		 16	 25
2.66166		 342	 433
4.58178		 288	 459
1.04695		 386	 553
7.96469		 195	 298
6.65916		 231	 385
1.95877		 361	 505
8.63549		 176	 286
6.88658		 225	 399
14.903		 2	 3
8.05921		 192	 301
12.5803		 67	 84
2.99066		 333	 547
4.6854		 286	 348
7.34429		 212	 371
0.993283		 388	 570
8.21563		 188	 253
8.46212		 181	 309
13.5153		 41	 64
3.66499		 314	 458
2.74021		 340	 548
3.18656		 327	 453
0.316699		 407	 680
0.421178		 404	 601
11.2534		 103	 124
3.70961		 313	 429
9.57795		 150	 187
5.70245		 257	 437
12.4012		 72	 116
13.0272		 54	 75
9.20967		 160	 281
11.5112		 96	 124
2.67547		 341	 477
0.222712		 409	 510
14.4823		 14	 18
7.67085		 203	 261
14.2119		 21	 34
6.92154		 224	 398
7.67946		 203	 303
6.73183		 229	 310
7.66685		 203	 328
8.24555		 187	 241
11.7314		 90	 158
14.8134		 5	 7
9.33585		 157	 269
13.8781		 31	 41
11.8612		 87	 140
5.97083		 250	 445
0.36256		 405	 586
0.727458		 395	 708
10.0812		 136	 208
2.06746		 358	 562
4.25571		 297	 463
8.82164		 171	 286
1.33171		 379	 463
0.868078		 391	 609
10.9949		 111	 173
11.2434		 104	 156
8.06162		 192	 315
1.85887		 364	 471
8.89741		 169	 207
5.943		 251	 359
11.1263		 107	 179
5.29523		 269	 446
3.10736		 329	 474
11.3337		 101	 174
14.421		 16	 27
7.48169		 208	 280
7.39019		 211	 264
0.611886		 399	 618
1.8568		 364	 458
2.72047		 340	 582
10.5936		 122	 214
5.57799		 261	 351
10.0206		 138	 206
6.05269		 248	 336
8.17385		 189	 317
9.67659		 147	 201
8.90951		 168	 302
0.788931		 394	 662
5.99451		 249	 419
10.2055		 132	 186
10.5239		 124	 162
9.09221		 163	 214
3.99048		 305	 484
11.6359		 93	 133
11.1841		 105	 186
3.69899		 313	 460
13.3202		 46	 72
10.4329		 126	 193
1.71385		 368	 463
12.2588		 76	 121
13.4812		 42	 62
14.1878		 22	 32
6.90723		 224	 402
4.40761		 293	 502
12.0994		 80	 142
3.31724		 324	 487
2.30023		 352	 597
10.5373		 123	 178
7.11354		 218	 324
12.138		 79	 105
6.52966		 234	 288
10.0753		 136	 189
10.114		 135	 191
13.1907		 50	 83
6.99368		 222	 359
6.71553		 229	 324
2.38496		 349	 501
12.8657		 59	 92
5.88009		 252	 325
7.19393		 216	 284
1.88636		 363	 588
10.6027		 121	 165
7.92061		 196	 283
10.4773		 125	 150
13.3133		 46	 69
3.33176		 323	 450
8.45226		 181	 314
9.69284		 147	 197
3.91514		 307	 465
0.394055		 405	 662
3.33312		 323	 479
1.38374		 377	 538
13.0129		 55	 97
0.0102676		 415	 562
1.52268		 373	 555
6.87251		 225	 300
2.71536		 340	 441
7.59562		 205	 333
8.6153		 177	 234
10.6701		 120	 177
10.6882		 119	 209
11.7715		 89	 121
12.4089		 71	 103
7.70668		 202	 253
14.3479		 18	 27
12.2329		 76	 99
0.210317		 410	 715
8.39914		 183	 316
12.866		 59	 90
2.11626		 357	 633
0.613602		 398	 620
2.79772		 338	 450
11.464		 98	 158
13.9649		 28	 39
13.4663		 42	 66
12.0079		 82	 128
8.63694		 176	 273
13.2949		 47	 67
0.243822		 409	 588
7.36989		 211	 376
14.1023		 24	 33
2.27283		 352	 623
3.21935		 326	 530
12.5359		 68	 84
4.08138		 302	 539
0.474044		 402	 557
8.6409		 176	 234
8.02394		 193	 271
13.6651		 37	 54
10.1843		 133	 224
1.62392		 370	 550
6.2858		 241	 388
0.971622		 389	 538
1.3067		 379	 473
10.5823		 122	 188
0.80721		 393	 623
13.2793		 47	 62
8.99718		 166	 209
13.752		 34	 49
2.58406		 344	 451
6.18517		 244	 322
7.52837		 207	 371
6.32987		 240	 293
4.931		 279	 390
7.54118		 206	 248
2.12634		 357	 559
7.30744		 213	 327
4.42596		 293	 448
12.9928		 55	 78
9.4945		 152	 234
14.4093		 16	 25
3.25966		 325	 554
13.3818		 44	 74
14.1873		 22	 37
3.78988		 310	 393
14.9672		 0	 0
4.82947		 282	 422
9.80112		 144	 237
8.04784		 192	 343
1.15432		 383	 468
14.8474		 4	 5
9.75412		 145	 215
11.6928		 91	 160
0.433872		 403	 639
4.91275		 279	 445
3.26075		 325	 446
5.23009		 270	 394
2.01061		 360	 484
3.77725		 311	 388
0.745602		 395	 593
2.96928		 333	 409
2.54218		 345	 521
8.20828		 188	 318
3.95808		 306	 382
12.0754		 81	 113
1.84514		 364	 610
8.39306		 183	 304
4.0776		 302	 423
10.7793		 117	 161
14.7715		 6	 7
14.4398		 15	 19
5.0141		 276	 382
9.55266		 151	 223
8.28178		 186	 322
8.22263		 187	 291
5.89704		 252	 415
9.74013		 145	 222
3.99065		 305	 401
5.78252		 255	 387
4.20454		 299	 392
13.0611		 53	 76
14.7807		 6	 8
2.64894		 342	 463
11.5401		 95	 165
8.3698		 183	 302
14.1204		 24	 36
14.3438		 18	 24
12.4796		 69	 107
11.1592		 106	 151
7.2264		 215	 295
14.7887		 5	 8
0.573723		 400	 632
6.56266		 233	 322
12.4773		 69	 116
12.5131		 68	 86
0.203113		 410	 665
7.7315		 201	 361
2.02845		 359	 579
3.84216		 309	 538
8.80872		 171	 288
9.88006		 141	 213
5.02161		 276	 433
12.0636		 81	 105
3.12037		 329	 503
8.26255		 186	 300
12.6046		 66	 100
8.4702		 181	 312
2.58016		 344	 413
2.74269		 339	 407
12.378		 72	 87
1.73926		 367	 625
10.8301		 115	 181
12.565		 67	 114
4.85119		 281	 353
11.427		 99	 172
13.6191		 38	 55
6.58902		 233	 313
0.530953		 401	 539
6.14191		 245	 329
11.8754		 86	 152
13.9981		 27	 42
7.45575		 209	 313
7.65829		 203	 325
7.50114		 207	 334
10.0933		 136	 189
10.6568		 120	 200
2.46034		 347	 506
6.30335		 241	 289
4.34536		 295	 485
1.43249		 376	 462
9.81445		 143	 171
7.07944		 219	 275
3.69232		 313	 470
5.05606		 275	 438
11.2617		 103	 131
9.23869		 159	 256
11.4114		 99	 125
2.72807		 340	 463
11.7303		 90	 144
14.4707		 14	 20
0.1084		 412	 661
3.65627		 314	 409
1.61435		 371	 593
2.59408		 344	 494
6.11415		 246	 334
6.73208		 229	 283
4.07817		 302	 529
2.33206		 351	 530
6.42191		 237	 354
2.60471		 343	 448
9.31957		 157	 262
12.9434		 57	 81
13.5378		 40	 49
9.8007		 144	 231
10.9007		 113	 177
2.09184		 357	 585
4.3989		 294	 420
13.5778		 39	 56
0.707725		 396	 493
11.973		 83	 122
5.19849		 271	 365
7.75048		 201	 315
2.51656		 346	 554
2.04715		 359	 559
2.47067		 347	 480
11.6221		 93	 155
1.49526		 374	 591
2.52124		 346	 415
10.237		 132	 223
10.3013		 130	 187
6.59334		 233	 395
2.14678		 356	 583
3.14121		 328	 403
2.00549		 360	 487
1.89654		 363	 638
10.6708		 120	 178
2.68348		 341	 455
1.37168		 377	 530
13.5038		 41	 54
14.1385		 23	 28
8.07069		 192	 313
12.7648		 61	 96
5.32612		 268	 324
9.59905		 149	 182
12.6079		 66	 92
6.70079		 230	 314
2.29341		 352	 546
0.193518		 410	 581
9.57218		 150	 193
9.28355		 158	 262
1.17745		 383	 535
3.56374		 317	 429
8.37565		 183	 255
9.06097		 164	 241
8.35426		 184	 281
7.85399		 198	 248
3.96009		 306	 435
10.9909		 111	 174
5.90473		 252	 358
9.84932		 142	 190
10.4903		 125	 157
7.71395		 202	 345
10.3977		 127	 192
3.21829		 326	 456
10.1065		 135	 229
1.43857		 376	 620
2.4562		 347	 485
0.144843		 411	 671
9.93774		 140	 219
2.71133		 340	 452
2.4053		 349	 566
4.71695		 285	 414
1.18406		 383	 470
0.651604		 397	 588
6.2978		 241	 390
10.6015		 121	 153
12.051		 81	 107
14.5717		 11	 16
11.2229		 104	 136
12.4185		 71	 103
0.291844		 407	 713
2.61326		 343	 449
3.85943		 308	 403
13.5799		 39	 68
11.9639		 84	 105
2.08917		 358	 635
11.8565		 87	 128
5.73461		 256	 440
7.51396		 207	 301
5.12941		 273	 478
1.88713		 363	 446
0.599811		 399	 701
4.04628		 303	 365
6.38685		 238	 288
2.96154		 333	 450
6.5985		 233	 309
2.66251		 342	 536
6.00143		 249	 363
11.9699		 84	 116
5.31911		 268	 417
5.87253		 253	 378
8.30299		 185	 242
14.2144		 21	 36
0.76968		 394	 578
5.42381		 265	 380
5.54011		 262	 391
6.62996		 232	 335
6.24909		 242	 393
6.31145		 240	 409
10.9454		 112	 175
1.44133		 376	 489
12.5264		 68	 92
11.7557		 89	 119
10.6258		 121	 187
8.10912		 191	 236
2.6593		 342	 601
8.35315		 184	 301
1.71072		 368	 552
9.99988		 138	 179
14.2959		 19	 23
8.37949		 183	 254
7.73463		 201	 241
10.9759		 111	 195
10.6857		 119	 153
11.6197		 93	 136
11.5604		 95	 163
9.17499		 161	 251
2.16482		 355	 510
12.6146		 66	 112
14.6562		 9	 12
13.7355		 35	 45
4.70533		 285	 422
13.2778		 47	 68
14.6562		 9	 13
8.89646		 169	 297
8.70134		 174	 224
3.78808		 310	 389
2.2854		 352	 630
0.419682		 404	 694
2.05139		 359	 603
4.60218		 288	 502
10.1003		 135	 236
7.69852		 202	 341
4.70783		 285	 402
10.0557		 137	 188
11.0368		 109	 169
6.6795		 230	 282
0.879843		 391	 546
7.15815		 217	 265
13.2349		 48	 59
14.4881		 14	 20
3.33056		 323	 429
8.37222		 183	 260
3.04017		 331	 513
3.58705		 316	 443
5.83124		 254	 388
3.70333		 313	 387
6.9664		 222	 367
13.1967		 50	 83
1.71494		 368	 563
1.03825		 387	 661
2.04366		 359	 541
13.4938		 41	 53
12.675		 64	 91
3.45952		 320	 523
6.70656		 230	 303
2.84617		 337	 539
6.22378		 243	 400
0.653081		 397	 623
5.01028		 277	 379
14.3555		 17	 27
12.4294		 71	 93
11.7731		 89	 122
14.4607		 14	 22
1.06999		 386	 481
3.22223		 326	 418
13.9273		 29	 40
9.82598		 143	 242
8.18939		 188	 282
3.07307		 330	 549
3.41091		 321	 510
14.5965		 11	 15
4.81675		 282	 404
2.47546		 347	 492
0.084245		 413	 619
9.70996		 146	 259
3.32726		 323	 479
2.4986		 346	 416
11.5351		 96	 122
10.0701		 136	 231
3.13493		 329	 569
14.7133		 7	 8
3.55823		 317	 501
14.4834		 14	 23
2.04028		 359	 467
8.39653		 183	 259
12.3361		 73	 110
11.7083		 91	 117
13.8133		 32	 56
7.62266		 204	 358
6.66946		 231	 298
13.3373		 46	 73
9.47193		 153	 188
10.097		 135	 194
2.79524		 338	 475
3.61208		 315	 452
3.45951		 320	 426
7.99243		 194	 287
12.8647		 59	 88
3.76536		 311	 558
10.0323		 137	 231
5.35614		 267	 399
5.15493		 273	 350
9.52118		 151	 205
1.24811		 381	 489
2.86586		 336	 509
4.47645		 291	 363
2.91428		 335	 588
2.03915		 359	 617
4.95539		 278	 387
3.1785		 327	 504
10.7646		 117	 171
11.8928		 86	 116
13.6557		 37	 58
11.2328		 104	 134
9.66248		 148	 214
